Date,BAC,CVX,FDX,GS,HD,JPM,KO,LOW,MA,MS,PEP,TGT,UPS,V,WMT,XOM
2017-02-13,18.88349151611328,76.1185073852539,133.0393524169922,201.86402893066406,110.99298095703125,68.65076446533203,30.223974227905273,62.24113082885742,102.4974365234375,34.71259307861328,79.56372833251953,49.23224639892578,75.19432067871094,80.86898803710938,19.298179626464844,55.21391296386719
2017-02-14,19.416091918945312,75.90937042236328,132.96334838867188,204.47882080078125,112.17536926269531,69.74885559082031,30.157012939453125,63.77402114868164,103.06537628173828,35.310821533203125,79.86249542236328,49.870365142822266,75.53392028808594,81.25257110595703,19.551616668701172,55.09417724609375
2017-02-15,19.835731506347656,75.94313049316406,134.49024963378906,205.36402893066406,112.83399200439453,70.551025390625,30.090038299560547,64.77627563476562,103.80372619628906,35.655948638916016,79.7205810546875,49.94633483886719,75.55470275878906,82.0539779663086,19.560157775878906,55.32035827636719
2017-02-16,19.835731506347656,74.66805267333984,133.57823181152344,204.46243286132812,112.31819915771484,70.50431060791016,30.655534744262695,64.27932739257812,103.46295166015625,35.3645133972168,80.75882720947266,49.52852249145508,74.8772964477539,81.93214416503906,19.611417770385742,54.748268127441406
2017-02-17,19.78731346130371,74.43193817138672,133.82008361816406,205.2328643798828,113.47676849365234,70.27068328857422,30.6778507232666,64.63308715820312,103.57652282714844,35.39519500732422,80.78121948242188,49.97671890258789,74.65383911132812,81.97901153564453,19.75379753112793,54.389034271240234
2017-02-21,19.997133255004883,75.36968231201172,134.9669189453125,206.36402893066406,115.07974243164062,70.87811279296875,30.848979949951172,65.06263732910156,104.27703857421875,35.70963668823242,81.68502807617188,50.295753479003906,75.22647857666016,82.4101791381836,20.34610366821289,54.475521087646484
2017-02-22,20.005203247070312,74.4656982421875,133.90985107421875,206.3394775390625,115.26226806640625,70.91706848144531,30.95315170288086,64.6836166381836,103.59546661376953,35.67897415161133,81.72237396240234,50.090660095214844,73.75991821289062,82.29769897460938,20.420135498046875,53.83689880371094
2017-02-23,19.835731506347656,74.89743041992188,132.07908630371094,205.89683532714844,114.8337631225586,70.97157287597656,30.997806549072266,63.841407775878906,104.82606506347656,35.724979400634766,81.8194580078125,49.361419677734375,73.38980102539062,82.65389251708984,20.306232452392578,54.40234375
2017-02-24,19.553287506103516,74.29027557373047,133.4124298095703,202.749267578125,115.8177490234375,70.34852600097656,31.08709144592285,64.09403228759766,105.07218933105469,34.919673919677734,82.03610229492188,50.523658752441406,74.1510238647461,82.88822174072266,20.6137752532959,53.93668746948242
2017-02-27,19.827659606933594,75.3899154663086,134.2829132080078,204.3722381591797,115.30195617675781,70.4264144897461,31.005250930786133,64.36356353759766,104.6651382446289,35.157432556152344,81.61778259277344,50.827510833740234,74.53511810302734,82.48514556884766,20.428674697875977,54.24269104003906
2017-02-28,19.916433334350586,75.89590454101562,133.32266235351562,203.86270141601562,114.99243927001953,70.57440948486328,31.22101402282715,62.63698959350586,104.56099700927734,35.02704620361328,82.44691467285156,44.644046783447266,73.85772705078125,82.4289321899414,20.19802474975586,54.096336364746094
2017-03-01,20.640888214111328,76.82685852050781,136.39007568359375,207.68418884277344,116.39704132080078,72.89520263671875,31.369831085205078,68.60001373291016,106.31221771240234,35.90138626098633,82.5243911743164,43.92998504638672,74.63288116455078,83.41312408447266,20.061338424682617,55.227230072021484
2017-03-02,20.42232894897461,76.47607421875,134.51783752441406,206.32818603515625,117.40478515625,71.7581787109375,31.600482940673828,67.71566772460938,105.3845443725586,35.49488830566406,82.8101806640625,44.02113723754883,73.99039459228516,82.98194885253906,20.149608612060547,55.413490295410156
2017-03-03,20.592317581176758,76.60425567626953,134.26910400390625,207.83209228515625,117.29373168945312,72.27217864990234,31.607938766479492,68.7937240600586,105.77263641357422,35.91672134399414,83.1485824584961,43.56535339355469,73.9764175415039,83.22566223144531,19.941736221313477,54.85470962524414
2017-03-06,20.438528060913086,76.3478775024414,133.99276733398438,207.1089630126953,116.75413513183594,71.58684539794922,31.38470458984375,68.23784637451172,105.41292572021484,35.7172966003418,82.44915008544922,42.61580276489258,74.09515380859375,83.36624908447266,19.899015426635742,55.10083770751953
2017-03-07,20.406147003173828,75.43038940429688,133.27423095703125,206.19671630859375,116.57848358154297,71.18963623046875,31.24334716796875,68.08627319335938,105.0343246459961,35.533241271972656,82.21601104736328,41.88655090332031,73.77391815185547,83.4787368774414,19.896175384521484,54.89460372924805
2017-03-08,20.44661521911621,73.94623565673828,133.28118896484375,205.65431213378906,117.29701232910156,71.03386688232422,31.24334716796875,68.49896240234375,105.05322265625,35.57926559448242,82.20097351074219,41.79539489746094,73.83677673339844,83.3849868774414,20.02239418029785,53.903419494628906
2017-03-09,20.519468307495117,74.23628997802734,132.44351196289062,205.60501098632812,117.0574951171875,71.31426239013672,31.273101806640625,68.36417388916016,104.87338256835938,35.80167770385742,81.99040985107422,41.932132720947266,73.95549011230469,83.52560424804688,20.039602279663086,54.329166412353516
2017-03-10,20.48708724975586,74.62084197998047,133.0250701904297,204.1256561279297,117.24113464355469,71.08839416503906,31.466571807861328,68.70950317382812,105.27095031738281,35.655948638916016,82.4190673828125,42.05366516113281,74.53511810302734,84.10676574707031,20.108449935913086,54.289241790771484
2017-03-13,20.478988647460938,73.77079772949219,133.69659423828125,203.9449005126953,117.7042007446289,71.15070343017578,31.54913330078125,68.70950317382812,105.5738754272461,35.47953796386719,82.28369903564453,41.924522399902344,75.06586456298828,84.4629135131836,20.065418243408203,54.162864685058594
2017-03-14,20.49518394470215,72.42829132080078,132.4919891357422,203.58326721191406,117.48860931396484,71.26752471923828,31.50408935546875,69.0126953125,104.58940887451172,35.42586898803711,82.23104858398438,41.59029006958008,74.6049575805664,83.93800354003906,20.28630256652832,53.87681579589844
2017-03-15,20.38185691833496,73.45372009277344,133.79348754882812,202.81076049804688,118.11929321289062,71.4388427734375,31.61668586730957,70.13287353515625,106.0376968383789,35.16510772705078,83.5622329711914,41.453556060791016,75.2404556274414,84.28483581542969,20.246139526367188,54.54869842529297
2017-03-16,20.414243698120117,72.7656021118164,133.68963623046875,203.9941864013672,118.74207305908203,71.36873626708984,31.71428108215332,70.09078216552734,106.65299224853516,35.533241271972656,83.58477783203125,41.468746185302734,75.2823486328125,84.39732360839844,20.205970764160156,54.595272064208984
2017-03-17,20.122838973999023,72.64417266845703,134.71420288085938,200.47677612304688,119.43669128417969,70.62113189697266,31.54913330078125,70.35186004638672,106.8044204711914,34.52852249145508,83.77279663085938,41.2408561706543,75.52676391601562,84.58479309082031,20.048213958740234,54.54869842529297
2017-03-20,19.782873153686523,72.63069915771484,133.108154296875,198.99746704101562,117.99957275390625,70.11489868164062,31.661731719970703,69.3580093383789,106.40687561035156,34.19873046875,83.59230041503906,41.30162811279297,74.80748748779297,83.59123229980469,20.074024200439453,54.54869842529297
2017-03-21,18.63346290588379,72.88704681396484,132.8103790283203,191.48599243164062,117.04951477050781,68.05889129638672,31.901933670043945,68.995849609375,104.7976303100586,32.71849060058594,84.05858612060547,40.55717849731445,74.38147735595703,82.5414047241211,20.05107307434082,54.43562316894531
2017-03-22,18.568706512451172,73.12316131591797,135.63499450683594,189.89988708496094,117.64828491210938,68.16790771484375,31.811847686767578,69.3580093383789,105.49813079833984,32.373374938964844,84.2466049194336,40.70151901245117,74.38846588134766,82.97256469726562,20.151470184326172,54.389034271240234
2017-03-23,18.67392921447754,72.77235412597656,130.97584533691406,190.58201599121094,118.15128326416016,68.05889129638672,31.65422248840332,69.44225311279297,105.6401138305664,32.66481399536133,84.06610870361328,40.36726379394531,73.78089904785156,83.29126739501953,20.039602279663086,54.4555549621582
2017-03-24,18.71440315246582,72.85328674316406,130.23507690429688,187.71377563476562,117.92771911621094,67.98101043701172,31.61668586730957,69.2401123046875,105.99983215332031,32.56511306762695,84.32181549072266,40.352073669433594,73.36190032958984,83.6005859375,19.96788787841797,54.036468505859375
2017-03-27,18.64155387878418,71.69969940185547,129.4873809814453,185.30577087402344,117.25707244873047,67.94204711914062,31.76682472229004,68.6926498413086,105.96198272705078,31.89018440246582,84.10370635986328,40.511600494384766,73.1733169555664,83.3756332397461,19.98223114013672,54.04976272583008
