symbol_y,symbol_x,observations,return_correlation,absolute_return_correlation,cointegration_statistic,cointegration_pvalue,adf_statistic,adf_pvalue,alpha,beta,regression_r_squared,half_life,stationarity_score,eligible,use_log_prices
FDX,LOW,1510,0.40769789697367054,0.40769789697367054,-1.125653450915075,0.8763096090024384,-1.1246981520467887,0.7051227548083382,3.1370437795809876,0.40172643963745897,0.3281829943212705,268.86698276405207,0.6167755931904967,False,True
JPM,XOM,1510,0.516396401952503,0.516396401952503,-0.6349496424294985,0.9532143186518742,-0.6335154287206634,0.8632276765586369,6.860479769384392,-0.6795348446085228,0.018246524518238938,739.6396054372368,0.601080488377079,False,True
JPM,TGT,1510,0.27178941345469837,0.27178941345469837,-1.3788122911089782,0.8046834771730798,-1.3783909564851515,0.5925908102066131,0.5353316394116012,0.9002403836413679,0.3587453489867771,299.92549950013546,0.5934094173113922,False,True
TGT,V,1510,0.23935439922045842,0.23935439922045842,-1.36946999633727,0.8077863626636862,-1.367326390767268,0.5978361982597279,2.2601798587873048,0.3894108592244129,0.5117987524597538,199.97885822687533,0.5554756747325912,False,True
FDX,PEP,1510,0.30371687264887304,0.30371687264887304,-1.202572515939061,0.8572260524158046,-1.2017251293450582,0.6728531649136897,2.4683700824429993,0.5370454577799466,0.23862367660386896,256.8953456005265,0.542701211652136,False,True
TGT,UPS,1510,0.2933520163350299,0.2933520163350299,-1.2162250247229758,0.8536010346633645,-1.2136617893372788,0.6676913175828663,-0.6126807592718029,1.0706479149307087,0.32815520767832995,250.97014449016183,0.5375213546417031,False,True
BAC,XOM,1510,0.44328736056041396,0.44328736056041396,-0.629697851023592,0.9537080411206774,-0.6284651229212005,0.8644194923098889,4.424672798813432,-0.39600358089358684,0.0062735742534710814,746.704533861049,0.5271473647013751,False,True
BAC,FDX,1510,0.5053328501870763,0.5053328501870763,0.2952774831426349,0.9908374127130484,0.2975936864413615,0.9772338164488282,-2.8130568780710736,1.1732616189796186,0.49497019158185407,inf,0.5193319665784866,False,True
TGT,XOM,1510,0.24836864677240286,0.24836864677240286,-1.2366350212226496,0.8480450415332589,-1.2348200133464107,0.6584405974840419,8.312542982176755,-1.0756629929839574,0.10328561753560506,190.97033996700236,0.5014331272374691,False,True
BAC,TGT,1510,0.2420443381887595,0.2420443381887595,-1.2453198275178747,0.8456308092793312,-1.2449378241184148,0.653972223759719,-0.16214005534344356,0.7498608319434972,0.25199432452460013,336.0593800442648,0.499304237864021,False,True
V,XOM,1510,0.390888388553799,0.390888388553799,-0.8808331577518106,0.9232198766418427,-0.6223975202561142,0.8658403702473442,9.796214328589414,-1.3292908450767056,0.04673522270424291,494.22386231603247,0.4881454112638212,False,True
KO,MS,1510,0.23315863346494503,0.23315863346494503,-1.2264189326879615,0.8508466247281529,-1.2181605647126887,0.6657351158400525,2.302377463231723,0.35079356458699795,0.3886067094006569,235.4652573091407,0.4800058876063276,False,True
