entry_date,exit_date,side,entry_price_y,exit_price_y,entry_price_x,exit_price_x,entry_zscore,exit_zscore,holding_days,trade_return,status
2014-05-14,2014-07-30,Short Spread,65.41029357910156,64.10686492919922,48.188697814941406,49.15312576293945,2.362445708396944,-2.1724377753797297,53,0.01677627520113889,Closed
2014-08-01,2014-09-19,Long Spread,62.60981369018555,64.61300659179688,48.636474609375,49.750614166259766,-3.4178598773441107,-0.01286025119078398,34,0.01817486968706028,Closed
2014-10-22,2015-01-07,Short Spread,64.3660659790039,70.91130828857422,48.52440643310547,60.14995574951172,1.674075010097216,0.11810353955479591,52,-0.026871827667629078,Closed
2015-01-23,2015-01-26,Short Spread,67.29579162597656,66.91656494140625,59.53681945800781,59.13113021850586,-3.315666155700606,-3.2189362490083426,1,0.07784052034455646,Closed
2015-01-27,2015-04-22,Long Spread,65.93586730957031,64.62377166748047,57.8541259765625,62.82020950317383,-3.3348337195774542,-0.9711339497935098,59,-0.039247225852996115,Closed
2015-07-27,2015-08-03,Long Spread,63.09840393066406,68.15984344482422,68.34319305419922,70.11054992675781,-2.7470009424465602,0.6921818028137064,5,0.06040352195537868,Closed
2015-12-14,2016-02-09,Long Spread,65.84552001953125,65.61677551269531,71.37298583984375,63.44367218017578,-2.5433933310497046,0.7258270543899185,38,0.01817597458303788,Closed
2016-06-24,2016-09-08,Short Spread,71.35062408447266,74.9736328125,69.94426727294922,77.4596176147461,1.3407277785581457,-0.3975019202150198,52,-0.017342962659745442,Closed
2016-11-09,2017-01-18,Short Spread,78.10505676269531,79.67132568359375,77.71170806884766,76.33153533935547,3.4159083315895935,0.14534707821708825,46,-0.030287128057989166,Closed
2017-02-02,2017-04-27,Long Spread,72.83800506591797,76.00164794921875,76.99581909179688,85.85955810546875,-3.46499372463318,1.5222258934058839,58,-0.0016544172866181928,Closed
2017-05-18,2017-05-31,Long Spread,72.6365737915039,74.59345245361328,86.11520385742188,89.42047882080078,-2.316305428766508,-0.4734820238708364,8,0.021936174164495892,Closed
2017-06-16,2017-07-28,Short Spread,77.84548950195312,77.19087219238281,88.42514038085938,93.10132598876952,2.67987126713915,0.04284407791484554,29,0.022977006314892856,Closed
2017-09-18,2017-11-01,Short Spread,83.38861083984375,83.29644012451172,98.59332275390624,104.46206665039062,2.2902668415003027,-0.3588489414190046,32,0.004949562077998015,Closed
2017-11-09,2017-11-30,Long Spread,79.81450653076172,86.76579284667969,105.46842193603516,106.07927703857422,-2.5676139862940603,1.444781965565688,14,0.04977997624129493,Closed
2017-12-05,2017-12-15,Short Spread,85.99420928955078,84.30104064941406,102.30115509033205,107.23814392089844,1.2367531388384396,-0.0430176854127116,8,0.05332177491942369,Closed
2018-01-04,2018-02-02,Short Spread,90.89510345458984,83.20797729492188,109.3674545288086,113.9181671142578,2.588078479068948,-1.0788390221337663,20,0.05503591211670256,Closed
2018-10-25,2018-11-29,Long Spread,78.88475799560547,83.55323028564453,133.0374755859375,131.9295196533203,-3.2753857720201687,0.11894381700481814,24,0.03424512160856885,Closed
2018-12-17,2019-02-01,Long Spread,71.46215057373047,78.26384735107422,124.62642669677734,132.9253692626953,-2.7017763350403756,0.4616170740360604,31,0.05282263314886326,Closed
2019-04-26,2019-07-15,Long Spread,77.35806274414062,79.48052215576172,154.80079650878906,171.82456970214844,-3.596976853472198,0.5818593592711565,54,-0.011630429630576478,Closed
2019-07-25,2019-07-26,Short Spread,88.84178161621094,90.59232330322266,172.79515075683594,174.79347229003906,4.070078869492157,3.9066761802937937,1,-0.031011260609173474,Closed
2019-07-29,2019-10-09,Short Spread,89.2174301147461,86.27067565917969,174.33670043945312,166.6502685546875,3.2095430558278646,-0.3332154199893957,51,0.022869037451461294,Closed
