entry_date,exit_date,side,entry_price_y,exit_price_y,entry_price_x,exit_price_x,entry_zscore,exit_zscore,holding_days,trade_return,status
2014-05-14,2014-07-30,Short Spread,65.41029357910156,64.10686492919922,48.188697814941406,49.15312576293945,2.362445708396944,-2.1724377753797297,53,0.01677627520113889,Closed
2014-08-01,2014-09-19,Long Spread,62.60981369018555,64.61300659179688,48.636474609375,49.750614166259766,-3.4178598773441107,-0.01286025119078398,34,0.01817486968706028,Closed
2014-10-22,2015-01-07,Short Spread,64.3660659790039,70.91130828857422,48.52440643310547,60.14995574951172,1.674075010097216,0.11810353955479591,52,-0.026871827667629078,Closed
2015-01-23,2015-01-26,Short Spread,67.29579162597656,66.91656494140625,59.53681945800781,59.13113021850586,-3.315666155700606,-3.2189362490083426,1,0.07784052034455646,Closed
2015-01-27,2015-04-22,Long Spread,65.93586730957031,64.62377166748047,57.8541259765625,62.82020950317383,-3.3348337195774542,-0.9711339497935098,59,-0.039247225852996115,Closed
2015-07-27,2015-08-03,Long Spread,63.09840393066406,68.15984344482422,68.34319305419922,70.11054992675781,-2.7470009424465602,0.6921818028137064,5,0.06040352195537868,Closed
2015-12-14,2016-02-09,Long Spread,65.84552001953125,65.61677551269531,71.37298583984375,63.44367218017578,-2.5433933310497046,0.7258270543899185,38,0.01817597458303788,Closed
2016-06-24,2016-09-08,Short Spread,71.35062408447266,74.9736328125,69.94426727294922,77.4596176147461,1.3407277785581457,-0.3975019202150198,52,-0.017342962659745442,Closed
2016-11-09,2017-01-18,Short Spread,78.10505676269531,79.67132568359375,77.71170806884766,76.33153533935547,3.4159083315895935,0.14534707821708825,46,-0.030287128057989166,Closed
2017-02-02,2017-04-27,Long Spread,72.83800506591797,76.00164794921875,76.99581909179688,85.85955810546875,-3.46499372463318,1.5222258934058839,58,-0.0016544172866181928,Closed
2017-05-18,2017-05-31,Long Spread,72.6365737915039,74.59345245361328,86.11520385742188,89.42047882080078,-2.316305428766508,-0.4734820238708364,8,0.021936174164495892,Closed
