zscore_lookback,entry_zscore,exit_zscore,stop_zscore,maximum_holding_days,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,completed_trades,trade_win_rate,profit_factor,total_turnover
60,2.0,0.0,3.5,40,0.1817849106394538,0.028261434021173315,0.10113279287699448,0.3256618685452128,0.4067048913102764,-0.12353123473714489,30,0.4666666666666667,1.533819251190686,60.0
60,2.0,0.25,3.5,60,0.18185677273386602,0.02827186676250637,0.10182340270230188,0.3242545720767211,0.41499154427106816,-0.12617668140484972,30,0.5,1.6406657556006072,60.0
60,2.5,0.25,4.0,40,0.1417716887735898,0.022368605754595983,0.08480867600903633,0.30279163226337336,0.3261214780153375,-0.11911211709181357,21,0.5238095238095238,1.5925348103027925,42.0
60,2.5,0.5,4.0,40,0.11962109925772002,0.01903207212066027,0.0833551566952227,0.2673794591717553,0.27960308932212385,-0.10876633269082969,21,0.5238095238095238,1.5207080926597731,42.0
60,2.5,0.5,3.5,40,0.1165620966107721,0.018566983268177406,0.08326548615870392,0.26209381501102164,0.27347778702097486,-0.10465291103331886,23,0.4782608695652174,1.5002588539930017,46.0
60,1.5,0.0,4.0,40,0.1433832525819696,0.02260924418987864,0.10964695466313203,0.25827140989513003,0.34343984110656095,-0.10573404148980936,34,0.6176470588235294,1.3777059603294106,68.0
40,2.5,0.0,4.0,20,0.1081330338061035,0.01727991855288913,0.08039738215181062,0.2527197513121033,0.23902168125961523,-0.1659638396695151,23,0.4782608695652174,1.3821012708059075,46.0
60,2.5,0.25,3.5,40,0.1105574825731983,0.017650949875925415,0.08520216801898146,0.24749232317631623,0.2643406681054188,-0.12353123473714434,23,0.4782608695652174,1.4329102232092887,46.0
40,2.5,0.0,3.5,20,0.09627319617097263,0.01545511372094932,0.08040969215754752,0.2303582294671624,0.22167094418315642,-0.18136016346991424,28,0.4642857142857143,1.3155234055949365,56.0
60,1.5,0.0,3.5,40,0.12036143870217608,0.019144473731203426,0.10998056239169071,0.2269570589508169,0.3007646446063661,-0.1256848591504316,38,0.5526315789473685,1.3015130703296953,76.0
40,2.5,0.5,3.5,60,0.09418115317917608,0.015131518191829008,0.08076300630321964,0.2259221909482627,0.21595999342462194,-0.13186948029176127,28,0.5714285714285714,1.3700794264002836,56.0
