zscore_lookback,entry_zscore,exit_zscore,stop_zscore,maximum_holding_days,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,completed_trades,trade_win_rate,profit_factor,total_turnover
20,1.5,0.25,4.0,20,-0.2802004577050916,-0.05338202139065695,0.11040479255919182,-0.44197758875755094,-0.5222402586156667,-0.4410218914456041,87,0.5402298850574713,0.7026098317404963,175.0
20,2.5,0.0,3.5,40,-0.25510055637971785,-0.04795254594458198,0.086049444027451,-0.5284193767986306,-0.5611050720902162,-0.3379973216635571,33,0.36363636363636365,0.4396798142387579,66.0
20,2.5,0.0,3.5,60,-0.25510055637971785,-0.04795254594458198,0.086049444027451,-0.5284193767986306,-0.5611050720902162,-0.3379973216635571,33,0.36363636363636365,0.4396798142387579,66.0
20,2.5,0.0,4.0,40,-0.25510055637971785,-0.04795254594458198,0.086049444027451,-0.5284193767986306,-0.5611050720902162,-0.3379973216635571,33,0.36363636363636365,0.4396798142387579,66.0
20,2.5,0.0,4.0,60,-0.25510055637971785,-0.04795254594458198,0.086049444027451,-0.5284193767986306,-0.5611050720902162,-0.3379973216635571,33,0.36363636363636365,0.4396798142387579,66.0
20,2.5,0.25,3.5,40,-0.2611488716254964,-0.049246782366266006,0.08323181655608787,-0.5655182839041355,-0.5710152962470645,-0.3358294505222693,34,0.4117647058823529,0.4382512112542222,68.0
20,2.5,0.25,3.5,60,-0.2611488716254964,-0.049246782366266006,0.08323181655608787,-0.5655182839041355,-0.5710152962470645,-0.3358294505222693,34,0.4117647058823529,0.4382512112542222,68.0
20,2.5,0.25,4.0,40,-0.2611488716254964,-0.049246782366266006,0.08323181655608787,-0.5655182839041355,-0.5710152962470645,-0.3358294505222693,34,0.4117647058823529,0.4382512112542222,68.0
20,2.5,0.25,4.0,60,-0.2611488716254964,-0.049246782366266006,0.08323181655608787,-0.5655182839041355,-0.5710152962470645,-0.3358294505222693,34,0.4117647058823529,0.4382512112542222,68.0
20,1.5,0.5,3.5,40,-0.3426796211390365,-0.0676159602292764,0.10888073605972726,-0.5888282975023199,-0.6776875012398895,-0.46082249916142637,82,0.5609756097560976,0.5879518437327506,165.0
20,1.5,0.5,3.5,60,-0.3426796211390365,-0.0676159602292764,0.10888073605972726,-0.5888282975023199,-0.6776875012398895,-0.46082249916142637,82,0.5609756097560976,0.5879518437327506,165.0
20,1.5,0.5,4.0,40,-0.3426796211390365,-0.0676159602292764,0.10888073605972726,-0.5888282975023199,-0.6776875012398895,-0.46082249916142637,82,0.5609756097560976,0.5879518437327506,165.0
20,1.5,0.5,4.0,60,-0.3426796211390365,-0.0676159602292764,0.10888073605972726,-0.5888282975023199,-0.6776875012398895,-0.46082249916142637,82,0.5609756097560976,0.5879518437327506,165.0
20,1.5,0.5,3.5,20,-0.34419395516696694,-0.0679747177851523,0.1076894354345218,-0.6001123672484264,-0.6833817461016909,-0.4685066283181989,87,0.5632183908045977,0.611962942797554,175.0
20,1.5,0.5,4.0,20,-0.34419395516696694,-0.0679747177851523,0.1076894354345218,-0.6001123672484264,-0.6833817461016909,-0.4685066283181989,87,0.5632183908045977,0.611962942797554,175.0
20,2.5,0.5,3.5,40,-0.3065481751098248,-0.059253840487951015,0.0788992591797302,-0.735089721727759,-0.6885111802871977,-0.35659350224588326,34,0.4411764705882353,0.3601030125397443,68.0
20,2.5,0.5,3.5,60,-0.3065481751098248,-0.059253840487951015,0.0788992591797302,-0.735089721727759,-0.6885111802871977,-0.35659350224588326,34,0.4411764705882353,0.3601030125397443,68.0
20,2.5,0.5,4.0,40,-0.3065481751098248,-0.059253840487951015,0.0788992591797302,-0.735089721727759,-0.6885111802871977,-0.35659350224588326,34,0.4411764705882353,0.3601030125397443,68.0
20,2.5,0.5,4.0,60,-0.3065481751098248,-0.059253840487951015,0.0788992591797302,-0.735089721727759,-0.6885111802871977,-0.35659350224588326,34,0.4411764705882353,0.3601030125397443,68.0
20,2.5,0.25,3.5,20,-0.30897723853656256,-0.05980448851971243,0.07617681015327761,-0.7717880347222206,-0.719131450687939,-0.35702861347799564,34,0.4117647058823529,0.389016494010951,68.0
20,2.5,0.25,4.0,20,-0.30897723853656256,-0.05980448851971243,0.07617681015327761,-0.7717880347222206,-0.719131450687939,-0.35702861347799564,34,0.4117647058823529,0.389016494010951,68.0
20,2.5,0.0,3.5,20,-0.32378600351515385,-0.06319683384927033,0.07814359885536055,-0.7966729800884744,-0.76469385173664,-0.36983119921570073,33,0.36363636363636365,0.3703525682916098,66.0
20,2.5,0.0,4.0,20,-0.32378600351515385,-0.06319683384927033,0.07814359885536055,-0.7966729800884744,-0.76469385173664,-0.36983119921570073,33,0.36363636363636365,0.3703525682916098,66.0
20,2.5,0.5,3.5,20,-0.3289396037927984,-0.06439192886938772,0.07367756986734178,-0.866872945453434,-0.7698459130022527,-0.37068378023930126,34,0.4411764705882353,0.33977142712468456,68.0
20,2.5,0.5,4.0,20,-0.3289396037927984,-0.06439192886938772,0.07367756986734178,-0.866872945453434,-0.7698459130022527,-0.37068378023930126,34,0.4411764705882353,0.33977142712468456,68.0
